artist.hotness,artist.name,duration,latitude,location,longitude,loudness,release.id,release.name,similar,song.hotness,tempo,genre,time_signature,song.title,year
0.488019842,Butthole Surfers,451,29.42449,"San Antonio, TX",-98.49462,-9.063,244586,Piouhgd + Widowermaker!,ARCDZ0K1187FB43757,0.593943076,130.586,noise rock,4,"Barking Dogs (From ""Piouhgd"")",0
0.382651971,Javier Navarrete,129,37.15735675,Not available,-63.93335787,-17.699,644631,Cracks,ARU52PB1187FB58E46,0.394394856,90.932,orchestra,3,Midnight Swim,0
0.294861262,Jacob Young,456,37.15735675,Not available,-63.93335787,-19.478,730551,Pieces Of Time,ARM8XWM1187FB4E225,0,89.667,cool jazz,4,In A Subtle Way,0
0.467538444,The Suicide Machines,96,42.33168,"Detroit, MI",-83.04792,-2.022,706005,A Match & Some Gasoline,ARGAFOR11F50C47F57,0.528782481,115.887,ska punk,4,Burning In The Aftermath,2003
0.735765693,The Rolling Stones,271,51.50632,"London, England",-0.12714,-10.358,42595,Jump Back - The Best Of The Rolling Stones_ '71-'93,ARSAIUN1187FB398D3,0.83449262,139.333,blues,1,Angie (1993 Digital Remaster),0
0.350078579,Roberto Torres,227,37.15735675,Not available,-63.93335787,-12.716,782470,Lo Mejor con La Orq. Broadway,AR1PNWN1187FB4A404,0,117.271,salsa,4,Sabor Guajiro,0
0.442765842,Loudon Wainwright III,190,35.91463,"Chapel Hill, NC",-79.05661,-15.663,28723,Grown Man,ARYXGMM1187B9AC285,0.510119314,102.428,modern rock,4,Human Cannonball,1995
0.466628889,R.L. Burnside,278,34.36401,"Oxford, MS",-89.51877,-6.944,557761,A Bothered Mind,AR3KUCG1187B9A0BEA,0.482137585,89.984,delta blues,4,Glory Be,2004
0.394217199,Casiotone For The Painfully Alone,176,37.15735675,Not available,-63.93335787,-10.93,234425,Etiquette,AREX9GE1187FB41987,0.785892288,141.919,trip hop,4,Nashville Parthenon,2006
0.479308459,The New York Dolls,344,37.15735675,"New York, NY",-63.93335787,-9.253,74655,Too Much Too Soon,AR9B5JX1187FB55D84,0.561692411,154.953,glam rock,1,Human Being,1974
0.427914247,Eliane Elias,251,-23.56287,"Sao Paulo, Brazil",-46.65466,-12.009,322532,Bossa Nova Stories,ARCXKY91187B9ACA99,0.43483809,86.091,brazilian jazz,5,The More I See You,2009
0.412240601,Lost Boyz,270,37.15735675,"South Jamaica, Queens",-63.93335787,-11.043,14592,Love_ Peace & Nappiness,ARE352A1187FB40607,0.405115722,90.218,gangster rap,4,Certain Things We Do,1997
0.500691341,Chris Rea,241,37.15735675,"Middlesbrough, England",-63.93335787,-8.531,17220,The Road To Hell Part 2,ARFWLXM1187B9B5EE5,0.767727748,180.149,soft rock,4,Driving Home For Christmas,1986
0.338414819,Perrey And Kingsley,123,37.15735675,Not available,-63.93335787,-8.541,617077,Vanguard Visionaries,ARMNSQF1187FB57CB7,0.43483809,102.538,easy listening,4,Spooks In Space,1966
0.523699078,Eurythmics,207,51.50632,"London, England",-0.12714,-6.629,278999,Be Yourself Tonight,ARGE7G11187FB37E05,0.38293509,84.164,dance rock,4,Tous Les GarASSons Et Les Filles,1985
0.383524247,Francis Dunnery,301,54.48303,"Egremont, Cumbria, England",-3.53444,-13.33,19601,Hometown 2001,ARL2M1Y1187FB3A940,0.610474258,124.175,singer-songwriter,4,Too Much Saturn,1995
0.481655862,John Cale,228,37.15735675,"Garnant, Wales",-63.93335787,-12.412,38599,Eat / Kiss: Music For The Films By Andy Warhol,AR3I2HS1187B9AC3BB,0.226555314,137.004,experimental rock,1,Movement 4 [from Kiss] (Album Version),1997
0.380704536,Suzanne Ciani,240,37.77916,California - SF,-122.42005,-21.552,619882,The Ultimate Most Relaxing New Age Piano in the Universe,ARBN7GR1187FB531FD,0.415983118,106.33,meditation,4,Stream,0
0.788805935,Kings Of Leon,188,36.16778,"Nashville, Tennessee",-86.77836,-5.907,449471,Holy Roller Novocaine,AR3KUCG1187B9A0BEA,0.685940227,116.823,southern rock,4,Wicker Chair,2003
0.30004649,Edith Lefel,277,37.15735675,Not available,-63.93335787,-4.638,321356,Jeux de dames_ vol. 1 (rA(c)alisation Ronald Rubinel),ARTIJDU1187FB589E2,0,101.972,zouk,4,An ti chans',0
0.554291489,NOFX,145,37.15735675,"Berkeley, CA",-63.93335787,-7.787,104765,White Trash ......,ARHJFFY1187B98BA76,0.671236027,152.622,punk,4,Stickin In My Eye,1992
0.466826993,Soda Stereo,247,37.15735675,Not available,-63.93335787,-9.603,509770,CanciA3n Animal,ARL3VGT1187FB40E8E,0.62616576,112.903,rock,4,Entre CanAbales,1990
0.30045446,Bruce Rowland,84,-24.9162,AUSTRALIA,133.39311,-26.266,223779,The Man from Snowy River,ARA1WSX1187B990212,0,115.642,easy listening,4,Rosemary Recalls,1985
0.266275286,Xcultures,274,37.15735675,Not available,-63.93335787,-6.305,466577,One World One People,AREI7EO1187B98BE33,0.199238262,125.013,gabba,4,Sudanese Dance,2000
0.337507289,White Heart,299,37.15735675,Not available,-63.93335787,-9.998,148547,Tales Of Wonder,ARIYJXD1187B98C70E,0.265861049,113.277,contemporary_christian_music,4,Where The Thunder Roars (Tales Of Wonder Album Version),0
0.36366811,Heavy D / McGruff,161,18.11526,"Jamaica, West Indies",-77.27348,-9.161,423012,Waterbed Hev,ARX1QYS1187B9A1F82,0.237733942,96.979,pop rap,4,Wanna Be A Player,1997
0.579988982,Van Halen,209,37.15735675,"Pasadena, CA",-63.93335787,-4.865,7133,The Best Of Both Worlds,ARZK3VD1187B99EB47,0.82448213,140.995,heavy metal,1,Panama (Remastered Album Version),0
1.005941966,Black Eyed Peas,230,37.15735675,"Los Angeles, CA",-63.93335787,-4.882,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,ARV4KO21187FB38008,0.624425493,105.206,hip hop,4,Let's Get It Started,2004
0.598458501,Nine Inch Nails,427,41.50471,"Cleveland, OH",-81.69074,-12.951,15567,Things Falling Apart,ARC4K2E1187B9B6FDA,0.635536649,63.017,industrial metal,4,Metal,2000
0.139247394,Nadine Renee,249,37.15735675,Not available,-63.93335787,-6.693,80578,Oasis of Love,ARBKGAY1187B98DEBE,0.198785349,167.92,freestyle,4,Next Time,0
0.322485106,Smartbomb,233,37.15735675,Not available,-63.93335787,-2.658,633532,Yeah.  Well_ Anyway....,ARJ8IIY1187B992734,0,132.022,melodic hardcore,4,Complicate It,2001
0.335651839,Suburbs,187,37.15735675,Minnesota,-63.93335787,-4.42,435830,Un Titre de Toune,ARWCDXY1187B989346,0.249065795,183.92,british pop,1,Monde De Fou,2005
0.343281882,T.G. Sheppard,194,35.82213,"Humboldt, TN",-88.91599,-15.581,200689,The Very Best Of,ARGIABO1187FB4B3B5,0.382723281,82.343,country rock,1,You Feel Good All Over,2002
0.552413346,Queens Of The Stone Age,288,37.15735675,Not available,-63.93335787,-8.165,220917,Lullabies To Paralyze,ARRP8TZ1187B98DB84,0.725121284,115.606,stoner metal,4,I Never Came,2005
0.398547535,Inspiral Carpets,284,53.4796,"Manchester, England",-2.24881,-8.7,11305,The Singles,ARPATQ21187B9ACAFC,0.665172241,113.677,indie rock,4,Commercial Reign,1990
0.421415103,Borialis,239,37.15735675,Not available,-63.93335787,-5.758,4967,What You Thought You Heard,AR7NMRP1187B99879F,0.554654768,86.938,rap rock,4,Hourglass,0
0.404182207,The Dirty Skirts,207,37.15735675,Not available,-63.93335787,-4.907,325335,Daddy Don't Disco,ARNB49G1187FB40678,0.304169503,141.936,indie rock,4,Wake,0
0.493566843,Redman,124,37.15735675,"Newark, NJ",-63.93335787,-10.296,8552,Malpractice,AR05OJD1187B9B99A6,0.57010593,85.008,hip hop,5,WKYA (drop),2001
0.316354001,Kai Winding,223,56.153,"Aarhus, Denmark",10.20452,-14.438,495041,The Incredible Kai Winding Trombones,ARE7JKW1187FB4A7CA,0,112.006,hard bop,4,Mangos,1961
0.317833879,Sonny Simmons,443,31.84666,"Sicily Island, LA",-91.657,-13.002,225610,Staying on the Watch,ARCNR3E1187B9B7030,0.270775999,45.527,free jazz,4,A Distant Voice,0
0.432011947,The Brooklyn Tabernacle Choir,324,37.15735675,Not available,-63.93335787,-11.829,341940,Praise Him...Live!,ARSA3561187FB58C37,0.405115722,216.195,gospel,5,Lead Me Lord,1995
0.325148571,Ellen McIlwaine,275,36.16778,"Nashville, TN",-86.77836,-6.29,766444,Spontanous Combustion,ARJKCI01187FB4EA22,0.242741879,132.428,blues-rock,4,Spontanous Combustion,0
0.414892612,Vince Guaraldi / Bola Sete,295,37.77916,"San Francisco, CA",-122.42005,-15.761,432406,From All Sides,ARLKR161187FB50694,0.386790177,168.307,latin jazz,4,Choro,0
0.384184259,Carl Cox Vs Yousef,358,37.15735675,Not available,-63.93335787,-5.701,548374,Dave Pearce Best of the Dance Years 1988 - 1992,ARRYBYF1187FB3929E,0.511254835,130.016,tech house,5,I Want You (Forever),1991
0.412671631,Organized Konfusion,198,37.15735675,"SPRINGFIELD, Virginia",-63.93335787,-8.709,704183,The Equinox,ARM2EJV1187B98EA13,0.460484845,175.769,hip hop,4,Hate,1997
0.628246419,Martina McBride,262,37.15735675,"Medicine Lodge, KS",-63.93335787,-13.627,307618,Timeless,ARMH4YI1187FB3F45E,0.488289876,100.194,country,3,I Can't Stop Loving You,2005
0.28404741,Richard Burton,171,40.99471,Pennsylvania,-77.60454,-37.398,577023,Fifteen Poems By Dylan Thomas,ARIRZEG1187FB3E87E,0,109.823,jazz fusion,3,I See The Boys Of Summer,0
0.343185045,Rory Block,266,40.71455,"New York, NY",-74.00712,-13.836,572855,The Early Tapes 1975-1976,AR6XEHV1187FB43D1A,0,90.101,delta blues,1,Three Is a Crowd,0
0.60118494200000006,Boyz II Men,329,37.15735675,"Philadelphia, PA",-63.93335787,-7.103,523481,Legacy,ARL6HUT1187FB4D9C2,0.345802234,116.473,new jack swing,4,On Bended Knee,1994
0,Howard Armstrong,199,35.4948,"Dayton, TN",-85.01235,-13.495,219943,Louie Bluie Film Soundtrack,AR2TN2W1187B9894A6,0.333554807,126.821,piedmont blues,4,My Four Reasons,0
0.422472423,Donny Hathaway,283,41.88415,"Chicago, IL",-87.63241,-15.144,266932,Donny Hathaway,ARIPNPE1187FB3EE18,0.617365618,111.191,jazz funk,3,Little Girl (LP Version),1971
0.437964733,Les Ogres De Barback,254,37.15735675,Not available,-63.93335787,-6.01,421962,Irfan_ le hA(c)ros,AR7VA9B1187B99CFFF,0.394394856,137.888,chanson,1,Niev nietch nievitch,1999
0.403509673,Tony Joe White,163,32.77942,"Goodwill, LA",-91.56123,-17.285,138320,Homemade Ice-Cream,ARJ8ND81187B9A07EB,0.374796837,173.482,country rock,4,I Want Love (Tween You & Me) (Album Version),0
0.372251208,The Roches,338,37.15735675,New York City,-63.93335787,-14.248,46647,Can We Go Home Now,ARYXGMM1187B9AC285,0.265861049,130.027,singer-songwriter,4,Christlike Roche,1995
0.326848818,Bob Margolin,127,42.31256,"Boston, MA",-71.08868,-12.651,547104,In North Carolina,AR5HB8S1187B9976D4,0.233796474,110.168,blues-rock,4,You Rascal You,0
0.363177861,Jupiter Rising,193,37.15735675,Not available,-63.93335787,-5.913,128198,Electropop,ARTDQRC1187FB4EFD4,0.215080319,119.979,pop rap,4,They Say (Album),2007
0.498395338,The Verve Pipe,293,42.73383,"Lansing, MI",-84.59334,-4.953,293668,Underneath,AR94SFV1187FB4DA2C,0.466304831,133.306,post-grunge,4,Medicate Myself,2001
0.301502462,Bob Neuwirth,241,40.71455,New York,-74.00712,-18.114,117983,99 Monkeys,ARYXAJN1187FB40F84,0.480610618,152.267,singer-songwriter,3,Biding Her Time,1990
0.459665457,Marvin Sapp,271,42.99671,"Grand Rapids, MI",-85.59012,-11.061,6949,Nothing Else Matters,AR6AJHY1187B996626,0.26568338,166.275,gospel,4,More And More  (LP Version),0
0.446890727,Maxi Priest,302,54.31392,Great Britain / UK,-2.23218,-8.095,276924,Best Of Maxi Priest,AR1F7A61187B99F6EA,0.345802234,61.971,lovers rock,1,Groovin' In The Midnight,1991
0.507965802,Porcupine Tree,417,37.15735675,Not available,-63.93335787,-7.982,193554,Signify (Special Edition),ARRJTPR11F4C8473CF,0.82517354,124.04,experimental rock,5,Waiting,1997
0.682263177,Shakira Featuring Wyclef Jean,217,37.15735675,"Barranquilla, Colombia",-63.93335787,-5.152,302176,Essential R&B Hit Selection,ARBHW3X1187B999013,0.73738531,100.023,dance pop,4,Hips Don't Lie (featuring Wyclef Jean),0
0.383877494,Robben Ford,204,39.15093,"Ukiah, CA",-123.2079,-11.976,762519,Talk To Your Daughter,ARGRDHI1187B9B93F0,0.47212112,154.322,blues-rock,4,I Got Over It (Album Version),1988
0.339408486,Brazilian Tropical Orchestra,192,37.15735675,Not available,-63.93335787,-10.229,177029,American Songbook - Bacharach,ARIQC381187B9A825E,0,236.006,bossa nova,4,One Less Bell To Answer,0
0.382869956,Gil Semedo,285,52.1082,Netherlands,5.32986,-6.284,517150,Nha VitA3ria,ARJAVK71187B989FEF,0.392008772,150.666,zouk,5,Festa,0
0.544446277,Britt Nicole,204,35.66693, NC,-80.46935,-5.157,696947,Hanging On (Premiere Performance Plus Track),ARSLAVY1187B9BA622,0.236420182,160.165,contemporary_christian_music,4,Hanging On (Medium Key Performance Track Without Background Vocals),0
0.350327605,Perrey And Kingsley,128,37.15735675,Not available,-63.93335787,-12.717,492999,The Out Sound From Way In!,ARIYWMF1187FB42323,0.444401715,135.78,easy listening,4,Gossippo Perpetuo,2001
0.395709548,Enthroned,241,50.45663,"Belgica -- Namur, Namur/Ghent, East Flanders",4.87137,-4.878,785362,Pentagrammaton,ARF46X51187B9B7F63,0.543052864,135.535,black metal,7,The Vitalized Shell,2010
0.380704536,Suzanne Ciani,192,37.77916,California - SF,-122.42005,-23.988,298921,Pianissimo,ARBN7GR1187FB531FD,0.608500079,139.189,meditation,3,Mozart,1989
0.409134869,Johnny Osbourne,215,37.15735675,Not available,-63.93335787,-9.741,605167,Auralux Reggae Showcase,ARIRD6J1187FB5A98C,0,163.445,roots reggae,4,Lend Me Your Chopper,2004
0.60797181,Pearl Jam,429,47.60356,"Seattle, WA",-122.32944,-8.403,307651,Pearl Jam,ARN5NHX1187FB4F755,0.659304669,105.994,grunge,3,Inside Job,2006
0.574274731,Mastodon,654,37.15735675,"Atlanta, GA",-63.93335787,-5.884,538734,Crack The Skye,ARMAC4T1187FB3FA4C,0.626612803,118.433,alternative metal,4,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),2009
0.433945514,Kiril Valeri,307,36.69094,Jerez De La Frontera (CA!diz),-6.13487,-6.929,767591,Behind The Blue,ARQZE891187FB56222,0.270775999,96.007,flamenco,4,Bulgarian Dream,0
0.379436972,Hank Locklin,127,37.15735675,"McLellan, FL",-63.93335787,-12.772,293622,RCA Country Legends,ARES2PA1187FB38083,0.494489518,148.357,honky tonk,4,We're Gonna Go Fishin',0
0.512226738,BT,44,34.23294,Earth,-102.4102,-18.147,472444,LOOK (Original Motion Picture Soundtrack),AR7M4QL1187B9AE979,0.304169503,136.164,electronica,4,Robbers Kill Cop,0
0.476559379,Descendents,141,37.15735675,"Los Angeles, CA",-63.93335787,-28.347,329967,Enjoy!,ARNFTGS1187B9A465F,0.519448582,89.495,hardcore punk,4,Orgofart,1986
0.360583582,Bare Jr.,255,37.15735675,Not available,-63.93335787,-7.309,282150,Boo-Tay,AR12UD81187B98CB39,0,107.529,post-grunge,3,Naked Albino,1998
0.370194701,Shelley Fabares,143,34.01156,"Santa Monica, CA",-118.49229,-15.351,46723,The Best Of Shelley Fabares [Digital Version],ARCJB4Z1187B98A8B6,0,99.408,brill building pop,4,Johnny Loves Me (LP Version),0
0.250601286,Norrie Paramor,163,52.88356,England,-1.97406,-25.694,575880,In London_ In Love,AR9J61B1187FB43243,0,79.731,easy listening,4,Dearly Beloved,0
0.389765518,Gary Hobbs,290,37.15735675,Not available,-63.93335787,-9.435,539974,Of My Times,ARBYTYY1241B9CD692,0,188.502,tejano,1,The Look Of Love,0
0.376688631,Diesel Boy,124,38.43773,"Santa Rosa, California",-122.71242,-4.793,558289,Venus Envy,ARXTVRP1187FB4B8D4,0.405652196,133.729,pop rock,1,Cooler Than You,1998
0.399451724,Angelo Badalamenti,167,40.14323,New Jersey,-74.72671,-17.623,275722,Freddy's Favorites: The Best of A Nightmare On Elm Street,ART3KT21187FB450DC,0.445454526,139.136,chill-out,4,Taryns Deepest Fear,0
0.297949266,Susana Seivane,351,37.15735675,Not available,-63.93335787,-13.038,789959,Os soA+-os que volven,ARHBYTA1187FB3C812,0,152.013,gaita,4,Para Milladoiro,2010
0.373464228,Test Icicles,190,37.15735675,Not available,-63.93335787,-4.172,534031,For Screening Purposes Only,AR4R1FL1187FB55C3B,0.543052864,75.031,grime,4,Snowball,2005
0.33238987,Mance Lipscomb,188,30.38815,"Navasota, TX",-96.0878,-23.527,237520,Texas Songster,ARIGKCK1187FB5C99B,0.350979506,97.981,texas blues,1,Going Down Slow,2000
0.389535576,Moss,329,37.15735675,Not available,-63.93335787,-7.672,737947,Never Be Scared / Don't Be A Hero,AR3XD8U1187FB3BB76,0.570850642,111.079,future jazz,4,Silent Hill,2009
0.312131222,Pery Ribeiro,180,37.15735675,Not available,-63.93335787,-13.668,495799,S'Wonderful Movie'n Bossa,AR1OKTX1187FB3822F,0,133.009,bossa nova,4,Our Love Is Here To Stay,0
0.276702625,Soular,244,44.11559,Oregon,-120.51484,-6.885,245279,Time and Space,ARHAA9R1187FB38BB1,0.235846203,146.577,breakbeat,5,Everything Changes,0
0.415517083,Public Image Ltd,388,51.50632,"London, England",-0.12714,-16.433,23178,Live In Tokyo,AR7MKJP1187FB3BA95,0.26396982,132.506,dance rock,4,(This Is Not A) Love Song (Live),1983
0.467110649,Gary Moore,346,54.5958,"Belfast, Northern Ireland",-5.93494,-6.951,52141,Dark Days In Paradise,ARWSWFR124549A4230,0.447135796,153.862,blues-rock,4,What Are We Here For,1997
0,Pascal Sangla,243,37.15735675,Not available,-63.93335787,-14.737,755756,Une petite pause,ARSYS47119B8667BB7,0,93.238,french pop,4,Une petite pause,2010
0.537537201,The B-52's,262,37.15735675,"Athens, GA",-63.93335787,-9.628,53826,The B52's,ARDW1CO1187B9AD318,0.714046553,124.086,dance rock,4,Wig,1986
0.549204384,Sex Pistols,217,37.15735675,Not available,-63.93335787,-3.736,754188,Punk International,ARNTVM11187B98B4B4,0.413739836,145.518,punk,4,God Save the Queen (Live),1988
0,Deekline & Wizard,272,37.15735675,Not available,-63.93335787,-6.947,409251,Breaks_ Beats & Blondes,AR476VS1187B99F2F5,0.319565987,90.648,breakbeat,3,Sun Is Shining,2004
0.453435791,Hem,133,40.71455,NY - New York City,-74.00712,-15.736,603055,Peace At Last - EP,AR8CZ1U1187FB4CED1,0.360370583,89.86,folk-pop,1,Have Yourself A Merry Little Christmas,2005
0.535408379,Lily Allen,265,37.15735675,LDN,-63.93335787,-5.871,435050,Alright_ Still (Deluxe),ARWD25M1187FB4C563,0.566988444,156.097,ska,4,U Killed It,2006
0.371760895,Jason Miles,236,40.71455,NY - New York City,-74.00712,-9.716,150501,Miles To Miles,ARNQLOI11F50C4D0D9,0.253834736,101.03,jazz fusion,4,Voices On The Corner,0
0.349476327,Busdriver,192,37.15735675,Not available,-63.93335787,-6.258,105115,RoadKillOvercoat,ARV4KO21187FB38008,0.519403046,155.038,alternative hip hop,4,(Bloody Paw On The) Kill Floor,2007
0.36228409,Byther Smith,419,31.55379,"Monticello, MS",-90.10785,-11.702,142192,Addressing The Nation With The Blues,ARNOCLW11F4C83BD2A,0.437351761,117.168,chicago blues,3,I Wish My Mother Was Here,1989
0.351624469,Bebo & Cigala,198,37.15735675,Not available,-63.93335787,-14.509,296995,Lagrimas Negras,ARA0BLX1187FB43537,0.676548906,132.967,latin jazz,1,Inolvidable,2003
0.446071584,Bongzilla,397,43.07295,"Madison, Wisconsin",-89.38669,-6.788,223472,Apogee,ARVJSYD1187B993509,0.460541281,95.882,stoner metal,4,Witch Weed (Live),1999
0.353000688,The Gone Jackals,230,37.15735675,Not available,-63.93335787,-12.772,457879,Bone To Pick,ARII7EM1187FB5400D,0.495293621,135.175,blues-rock,3,Not Buried Deep Enough,1995
0.365339653,Boogie Pimps,415,37.15735675,Not available,-63.93335787,-6.751,775316,PeeBoy EP,ARHXH6D1187B994181,0,83.326,hard house,3,Get Back Down,0
0.47722519,Gloriana,179,36.16778,"Nashville, TN.",-86.77836,-17.522,726003,Il meglio di Gloriana,AR23BO81187FB47087,0,161.054,teen pop,4,Pulecenella 'e mA2,0
0.317248425,Grant Geissman,321,30.24216,"PEARLINGTON, Mississippi",-89.60586,-9.993,460988,Time Will Tell,AR2LRXK1187FB593DD,0,128.219,smooth jazz,4,Big Stax/High Volts (Album Version),0
0.314882184,20/20,302,37.15735675,Not available,-63.93335787,-12.99,590998,4 Day Tornado,ARL6APF1187B9AE81F,0,101.229,power pop,4,It Goes On,0
0.498668875,Orbital,328,51.27562,"Sevenoaks, United Kingdom",0.17898,-6.531,2016,The Altogether,ARYPTWE1187FB49D64,0.688521844,125.975,techno,4,Illuminate,2001
0.555138322,Bone Thugs-N-Harmony / Akon,286,37.15735675,"Cleveland, OH",-63.93335787,-6.933,74586,Strength & Loyalty,ARZ2DHF1187FB3F2EA,0.557880389,154.09,gangster rap,4,Never Forget Me,2007
0.52040786000000006,N.W.A.,169,34.05349,"Compton, California, USA.",-118.24532,-8.91,160605,Straight Outta Compton,ARUZRFN1187B98AC05,0,97.099,gangster rap,4,A B***** Is A B***** (Edited),1989
0.625080481,Rise Against,219,37.15735675,Chicago,-63.93335787,-3.803,559004,Revolutions Per Minute,AR6XI3F1187FB3A968,0.696469437,186.254,hardcore punk,4,Amber Changing,2003
0.374449431,Ultraviolence,303,37.15735675,Not available,-63.93335787,-10.57,681616,Psycho Drama,AR3NHIA1187B9AC99B,0.215080319,210.47,gabba,4,Murder Academy,1995
0.491828704,James Horner,192,34.05349,"Los Angeles, CA",-118.24532,-38.525,64098,Aliens - The Deluxe Edition,ARM0RY81187B9AF248,0.545230294,90.084,rock,1,Atmosphere Station,1986
0.467133519,Tantric,177,37.15735675,Not available,-63.93335787,-1.843,570488,Mind Control,AR3FOK11187FB3F4EE,0.447135796,106.698,post-grunge,1,Walk Away,2009
0.574274731,Mastodon,234,37.15735675,"Atlanta, GA",-63.93335787,-3.937,223563,Call of the Mastodon,ARMAC4T1187FB3FA4C,0.784194616,89.78,alternative metal,4,Shadows That Move,2001
0.266275286,Xcultures,38,37.15735675,Not available,-63.93335787,-16.006,466577,One World One People,AREI7EO1187B98BE33,0.214253449,107.177,gabba,7,Smile,2000
0.374862616,The Irish Tenors,101,37.15735675,Not available,-63.93335787,-19.794,785416,Live From Dublin,ARHKEC11187B998F5B,0,152.258,irish folk,4,Mountains Of Mourne,0
0.351345077,Blind Blake & The Royal Victoria Hotel Calypsos,152,30.33138,"Jacksonville, FL",-81.6558,-7.108,443790,Bahamian Songs,ARRU9GR1187FB43F56,0,101.492,country blues,4,Oh Look Misery,0
0.497711444,Extreme,182,37.15735675,Not available,-63.93335787,-9.334,27997,Extreme,AR873K31187FB3C338,0.621765583,120.097,funk metal,4,Teacher's Pet,0
0.37425994,Prozak,173,51.50632,London,-0.12714,-6.021,585535,Tales From The Sick,ARKZ9HT1187FB38E18,0.606816327,88.835,rap,4,Go To Hell,0
0.389589781,Jerry Butler,156,33.54243,"Sunflower, MS",-90.53727,-13.135,428274,Jerry Butler Selected Hits Vol. 4,ARYBUAO1187FB3F4EB,0,105.24,chicago soul,4,Moon River - Original,0
